timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-12-12 08:00:00,3905.40000000,3922.61000000,3901.60000000,3911.99000000,11793.10010000,2024-12-12 08:59:59.999,46149252.95270300,122609,5784.79150000,22639596.82010500,0
2024-12-12 09:00:00,3911.99000000,3937.00000000,3911.39000000,3922.31000000,11335.20410000,2024-12-12 09:59:59.999,44485261.87022600,137274,5833.42170000,22891398.83047500,0
2024-12-12 10:00:00,3922.31000000,3925.67000000,3891.32000000,3925.67000000,19623.41970000,2024-12-12 10:59:59.999,76675258.64222900,289676,9934.20270000,38827333.07532200,0
2024-12-12 11:00:00,3925.67000000,3937.99000000,3903.00000000,3913.38000000,17480.85600000,2024-12-12 11:59:59.999,68512539.79787100,307665,8240.38440000,32301839.62865400,0
2024-12-12 12:00:00,3913.38000000,3962.60000000,3913.38000000,3955.30000000,22959.64280000,2024-12-12 12:59:59.999,90434231.23431500,198209,13789.34230000,54316920.22973000,0
2024-12-12 13:00:00,3955.30000000,3979.20000000,3916.34000000,3942.60000000,61033.07430000,2024-12-12 13:59:59.999,240996375.60819800,632621,30855.26830000,121884471.90503600,0
2024-12-12 14:00:00,3942.60000000,3984.80000000,3931.00000000,3981.92000000,45928.71270000,2024-12-12 14:59:59.999,181770594.76983700,669014,24796.23110000,98164420.60731000,0
2024-12-12 15:00:00,3981.91000000,3987.41000000,3939.07000000,3957.67000000,31396.66380000,2024-12-12 15:59:59.999,124480815.18891200,510475,14339.57350000,56855083.28059500,0
2024-12-12 16:00:00,3957.77000000,3985.56000000,3929.36000000,3934.24000000,31292.63890000,2024-12-12 16:59:59.999,123809800.00786500,375023,14184.98000000,56141150.66074800,0
2024-12-12 17:00:00,3934.23000000,3966.60000000,3928.20000000,3961.79000000,17347.78780000,2024-12-12 17:59:59.999,68383457.95116800,210254,8940.08060000,35246149.96892100,0
2024-12-12 18:00:00,3961.79000000,3966.38000000,3913.00000000,3920.64000000,15683.15900000,2024-12-12 18:59:59.999,61737022.72952300,195198,6108.71260000,24046958.84453500,0
2024-12-12 19:00:00,3920.64000000,3933.16000000,3853.83000000,3871.14000000,45426.88520000,2024-12-12 19:59:59.999,176438536.74806900,487166,20020.40600000,77743200.65197000,0
2024-12-12 20:00:00,3871.13000000,3902.04000000,3864.26000000,3886.87000000,18404.59270000,2024-12-12 20:59:59.999,71491854.76973900,267460,9202.07430000,35747051.06283800,0
2024-12-12 21:00:00,3886.83000000,3895.53000000,3862.50000000,3865.69000000,16233.76800000,2024-12-12 21:59:59.999,62960706.59004600,194399,7578.33460000,29394168.65516700,0
2024-12-12 22:00:00,3865.68000000,3889.58000000,3836.07000000,3882.73000000,25129.67750000,2024-12-12 22:59:59.999,97067012.02999700,174419,11238.11030000,43429618.25435500,0
2024-12-12 23:00:00,3882.73000000,3887.14000000,3858.35000000,3881.61000000,8394.93660000,2024-12-12 23:59:59.999,32522864.09549600,107618,4323.92570000,16750236.52652300,0
2024-12-13 00:00:00,3881.60000000,3906.00000000,3874.63000000,3888.80000000,11185.11130000,2024-12-13 00:59:59.999,43530347.23172400,167263,5979.36630000,23270476.05216100,0
2024-12-13 01:00:00,3888.81000000,3889.50000000,3852.94000000,3884.00000000,15946.06670000,2024-12-13 01:59:59.999,61714576.58176300,281471,6989.43010000,27048776.46070500,0
2024-12-13 02:00:00,3884.00000000,3928.05000000,3878.50000000,3907.49000000,20095.95720000,2024-12-13 02:59:59.999,78527022.88754400,292718,10814.83420000,42258051.04422400,0
2024-12-13 03:00:00,3907.49000000,3941.19000000,3902.16000000,3932.83000000,17314.89150000,2024-12-13 03:59:59.999,67909426.32988400,234439,8386.66520000,32883218.34441000,0
2024-12-13 04:00:00,3932.83000000,3936.26000000,3911.96000000,3916.97000000,12409.91150000,2024-12-13 04:59:59.999,48665954.66481800,174201,5110.93220000,20041629.13929200,0
2024-12-13 05:00:00,3916.98000000,3931.40000000,3904.61000000,3908.99000000,8100.44550000,2024-12-13 05:59:59.999,31728539.99107500,142375,3310.38970000,12968067.28606500,0
2024-12-13 06:00:00,3909.00000000,3926.80000000,3886.99000000,3886.99000000,11644.97490000,2024-12-13 06:59:59.999,45498428.76574200,174461,4935.56640000,19292206.59900500,0
2024-12-13 07:00:00,3886.99000000,3904.39000000,3871.00000000,3885.64000000,19820.87740000,2024-12-13 07:59:59.999,77062247.98165100,275830,10456.28910000,40667353.70742100,0
2024-12-13 08:00:00,3885.64000000,3903.80000000,3874.20000000,3898.31000000,15943.36360000,2024-12-13 08:59:59.999,62061280.50195900,192989,8989.65040000,34986586.97464700,0
2024-12-13 09:00:00,3898.31000000,3904.20000000,3875.46000000,3889.61000000,10880.17600000,2024-12-13 09:59:59.999,42330251.14365500,158333,5145.44890000,20020975.85755400,0
2024-12-13 10:00:00,3889.61000000,3907.05000000,3872.20000000,3904.00000000,11275.74770000,2024-12-13 10:59:59.999,43869665.61909700,144575,5900.26460000,22962305.32569200,0
2024-12-13 11:00:00,3904.01000000,3923.66000000,3901.50000000,3901.50000000,16133.82080000,2024-12-13 11:59:59.999,63120140.79449300,153428,9012.06610000,35258766.56098300,0
2024-12-13 12:00:00,3901.50000000,3931.58000000,3901.50000000,3930.69000000,16640.76910000,2024-12-13 12:59:59.999,65222011.38803000,184110,9327.21280000,36562372.60413200,0
2024-12-13 13:00:00,3930.69000000,3936.43000000,3908.89000000,3924.53000000,21933.52740000,2024-12-13 13:59:59.999,86024193.78443600,205854,10601.59200000,41581066.98841000,0
2024-12-13 14:00:00,3924.54000000,3951.40000000,3917.80000000,3951.00000000,27056.39150000,2024-12-13 14:59:59.999,106424136.90719000,328406,14690.50450000,57787654.10771300,0
2024-12-13 15:00:00,3951.00000000,3968.47000000,3879.00000000,3886.21000000,41633.27030000,2024-12-13 15:59:59.999,163747365.49932800,462818,20014.07550000,78778612.67026000,0
2024-12-13 16:00:00,3886.20000000,3934.80000000,3880.07000000,3912.00000000,27791.80550000,2024-12-13 16:59:59.999,108577046.20725300,437539,13524.55050000,52833742.35134000,0
2024-12-13 17:00:00,3912.00000000,3946.37000000,3907.16000000,3939.49000000,16587.58840000,2024-12-13 17:59:59.999,65056265.69797100,289496,7729.36740000,30316071.05308900,0
2024-12-13 18:00:00,3939.48000000,3941.39000000,3912.00000000,3912.83000000,14388.79130000,2024-12-13 18:59:59.999,56492437.26869100,252226,6078.12630000,23865404.76073500,0
2024-12-13 19:00:00,3912.83000000,3926.92000000,3911.00000000,3917.98000000,7574.13700000,2024-12-13 19:59:59.999,29676143.53653000,137353,3575.42660000,14008217.59239100,0
2024-12-13 20:00:00,3917.99000000,3936.00000000,3910.14000000,3917.49000000,15498.47960000,2024-12-13 20:59:59.999,60795150.34914100,163119,8576.22900000,33648567.92781300,0
2024-12-13 21:00:00,3917.50000000,3918.00000000,3891.00000000,3902.00000000,12286.39000000,2024-12-13 21:59:59.999,47960897.22704800,112667,5408.29650000,21110787.24055800,0
2024-12-13 22:00:00,3902.00000000,3906.58000000,3892.36000000,3896.45000000,8739.56950000,2024-12-13 22:59:59.999,34071467.71219400,81729,3845.39330000,14991131.41939300,0
2024-12-13 23:00:00,3896.44000000,3913.46000000,3895.00000000,3906.80000000,6883.62360000,2024-12-13 23:59:59.999,26877854.21396400,77178,3793.64620000,14813400.48007300,0
2024-12-14 00:00:00,3906.80000000,3926.55000000,3895.67000000,3906.01000000,9578.48260000,2024-12-14 00:59:59.999,37483366.33914500,143762,4258.25800000,16666041.32132900,0
2024-12-14 01:00:00,3906.00000000,3945.00000000,3905.63000000,3925.21000000,20868.86850000,2024-12-14 01:59:59.999,82014065.64021000,309872,10862.74670000,42688510.30311000,0
2024-12-14 02:00:00,3925.20000000,3927.68000000,3902.61000000,3912.61000000,8454.35930000,2024-12-14 02:59:59.999,33072505.05064300,159272,4420.85920000,17293479.12715400,0
2024-12-14 03:00:00,3912.60000000,3921.65000000,3904.50000000,3910.83000000,9175.53300000,2024-12-14 03:59:59.999,35928218.83965700,94938,4924.80240000,19286567.34101300,0
2024-12-14 04:00:00,3910.83000000,3918.40000000,3906.26000000,3915.54000000,6406.86370000,2024-12-14 04:59:59.999,25064838.21951500,103140,3350.39260000,13108254.03715500,0
2024-12-14 05:00:00,3915.55000000,3921.49000000,3909.00000000,3920.60000000,4990.68920000,2024-12-14 05:59:59.999,19540694.67579900,60858,2771.57400000,10852408.20622000,0
2024-12-14 06:00:00,3920.59000000,3935.71000000,3918.21000000,3930.89000000,6789.03060000,2024-12-14 06:59:59.999,26673769.92839200,84312,3963.92320000,15572848.57177000,0
2024-12-14 07:00:00,3930.89000000,3933.80000000,3919.60000000,3920.76000000,5104.20510000,2024-12-14 07:59:59.999,20037100.82877200,72088,2301.56150000,9034151.44795800,0
2024-12-14 08:00:00,3920.75000000,3931.38000000,3916.91000000,3925.75000000,6488.34470000,2024-12-14 08:59:59.999,25461146.09927300,88113,3394.13280000,13320323.64446500,0
2024-12-14 09:00:00,3925.75000000,3927.27000000,3911.20000000,3911.79000000,6018.69070000,2024-12-14 09:59:59.999,23572992.91481100,95215,2574.51730000,10083983.83254100,0
2024-12-14 10:00:00,3911.79000000,3912.37000000,3886.20000000,3897.90000000,14043.75420000,2024-12-14 10:59:59.999,54732594.93615200,148271,5487.40560000,21382481.17210000,0
2024-12-14 11:00:00,3897.89000000,3905.58000000,3891.50000000,3894.53000000,6048.53380000,2024-12-14 11:59:59.999,23591941.74654000,86100,2602.44810000,10151424.99117100,0
2024-12-14 12:00:00,3894.53000000,3898.80000000,3865.02000000,3868.84000000,16110.17140000,2024-12-14 12:59:59.999,62509257.72476400,172102,6033.69730000,23407933.56052000,0
2024-12-14 13:00:00,3868.83000000,3875.81000000,3846.30000000,3863.59000000,21626.66170000,2024-12-14 13:59:59.999,83515126.89237300,246099,9143.81640000,35321081.57197100,0
2024-12-14 14:00:00,3863.58000000,3892.81000000,3863.00000000,3884.20000000,10101.73990000,2024-12-14 14:59:59.999,39201791.40731300,139649,5760.90610000,22354377.22217600,0
2024-12-14 15:00:00,3884.20000000,3893.95000000,3877.68000000,3889.01000000,11261.32380000,2024-12-14 15:59:59.999,43774640.54823900,152414,7001.87800000,27216821.61093800,0
2024-12-14 16:00:00,3889.00000000,3897.48000000,3869.00000000,3893.21000000,15885.30030000,2024-12-14 16:59:59.999,61694157.58836700,196664,9597.31270000,37281901.01006100,0
2024-12-14 17:00:00,3893.21000000,3898.23000000,3842.00000000,3859.21000000,20382.20070000,2024-12-14 17:59:59.999,78816981.58065300,192634,10717.57130000,41454621.11945400,0
2024-12-14 18:00:00,3859.21000000,3863.55000000,3827.00000000,3833.59000000,19697.67380000,2024-12-14 18:59:59.999,75701604.12317200,257752,7929.42970000,30481450.51936800,0
2024-12-14 19:00:00,3833.59000000,3860.80000000,3830.87000000,3859.11000000,9899.40830000,2024-12-14 19:59:59.999,38077227.06635500,132120,5766.40150000,22178498.10848400,0
2024-12-14 20:00:00,3859.11000000,3865.80000000,3825.03000000,3832.95000000,10447.94650000,2024-12-14 20:59:59.999,40155220.96133800,138800,3941.09620000,15150872.81369200,0
2024-12-14 21:00:00,3832.95000000,3857.38000000,3831.97000000,3848.11000000,6569.88930000,2024-12-14 21:59:59.999,25281821.00363600,128416,3000.61720000,11547658.18444400,0
2024-12-14 22:00:00,3848.10000000,3867.55000000,3839.00000000,3861.89000000,8622.55760000,2024-12-14 22:59:59.999,33254615.22345300,86547,4975.37820000,19197469.38103600,0
2024-12-14 23:00:00,3861.89000000,3876.87000000,3854.80000000,3870.29000000,10966.71920000,2024-12-14 23:59:59.999,42439598.04876500,118610,6553.10340000,25362539.35780300,0
2024-12-15 00:00:00,3870.30000000,3875.44000000,3856.02000000,3864.21000000,5579.73680000,2024-12-15 00:59:59.999,21570248.52055700,111827,2767.27800000,10697090.72977400,0
2024-12-15 01:00:00,3864.21000000,3895.53000000,3863.52000000,3890.11000000,8991.30100000,2024-12-15 01:59:59.999,34904431.71670300,145580,4993.69900000,19382290.12992400,0
2024-12-15 02:00:00,3890.11000000,3893.00000000,3882.53000000,3884.10000000,5506.44330000,2024-12-15 02:59:59.999,21405995.24164400,95835,2800.01260000,10885361.02548100,0
2024-12-15 03:00:00,3884.09000000,3887.20000000,3872.61000000,3874.48000000,4706.35790000,2024-12-15 03:59:59.999,18259199.60917800,96019,2006.77470000,7785125.66246100,0
2024-12-15 04:00:00,3874.49000000,3911.50000000,3872.60000000,3897.39000000,11874.63340000,2024-12-15 04:59:59.999,46286090.21677000,135828,6926.05700000,27000204.04808200,0
2024-12-15 05:00:00,3897.38000000,3905.00000000,3891.50000000,3892.84000000,5371.85870000,2024-12-15 05:59:59.999,20934673.29476500,70374,2789.55710000,10872245.41194000,0
2024-12-15 06:00:00,3892.84000000,3895.20000000,3875.95000000,3877.90000000,6793.44250000,2024-12-15 06:59:59.999,26409366.04007800,91929,3461.01800000,13459280.44031100,0
2024-12-15 07:00:00,3877.90000000,3883.18000000,3831.50000000,3845.20000000,14016.12300000,2024-12-15 07:59:59.999,53984118.65891900,206105,5693.58980000,21931934.21881600,0
2024-12-15 08:00:00,3845.19000000,3865.51000000,3837.21000000,3862.41000000,8629.75830000,2024-12-15 08:59:59.999,33242586.15996400,130299,4645.17080000,17898782.37443500,0
2024-12-15 09:00:00,3862.41000000,3868.00000000,3851.80000000,3863.38000000,5748.84080000,2024-12-15 09:59:59.999,22189015.73845100,119972,2963.92650000,11440428.38695600,0
2024-12-15 10:00:00,3863.39000000,3874.31000000,3860.42000000,3860.43000000,5464.99450000,2024-12-15 10:59:59.999,21137365.34987300,98620,2791.79640000,10798264.67099900,0
2024-12-15 11:00:00,3860.42000000,3879.01000000,3859.36000000,3877.61000000,5746.78970000,2024-12-15 11:59:59.999,22248228.72477900,84137,3409.05130000,13198356.22251900,0
2024-12-15 12:00:00,3877.61000000,3893.20000000,3867.99000000,3884.63000000,13181.88870000,2024-12-15 12:59:59.999,51167068.07184900,180989,7538.77230000,29268927.40190700,0
2024-12-15 13:00:00,3884.62000000,3893.53000000,3873.00000000,3884.03000000,9666.90730000,2024-12-15 13:59:59.999,37556240.72165800,147602,5481.09840000,21296065.15733300,0
2024-12-15 14:00:00,3884.02000000,3910.33000000,3883.23000000,3907.08000000,11575.70580000,2024-12-15 14:59:59.999,45086078.97795500,149930,7560.12530000,29447469.05839700,0
2024-12-15 15:00:00,3907.07000000,3909.34000000,3887.11000000,3894.76000000,10189.94930000,2024-12-15 15:59:59.999,39721713.97802800,143060,5819.18610000,22687844.24017200,0
2024-12-15 16:00:00,3894.76000000,3919.60000000,3886.40000000,3911.81000000,11466.65530000,2024-12-15 16:59:59.999,44766166.80270000,175139,5915.13180000,23100752.76438300,0
2024-12-15 17:00:00,3911.82000000,3916.71000000,3902.13000000,3910.41000000,6472.16260000,2024-12-15 17:59:59.999,25305447.40696800,107483,2856.84280000,11170882.19325100,0
2024-12-15 18:00:00,3910.41000000,3913.60000000,3890.79000000,3898.82000000,6304.18720000,2024-12-15 18:59:59.999,24584509.42232300,117109,2583.73130000,10073974.77278200,0
2024-12-15 19:00:00,3898.82000000,3913.61000000,3898.03000000,3904.09000000,7568.63700000,2024-12-15 19:59:59.999,29567712.36822800,101098,4885.05910000,19084109.66028100,0
2024-12-15 20:00:00,3904.09000000,3911.13000000,3889.74000000,3892.00000000,9112.40650000,2024-12-15 20:59:59.999,35549971.40941900,87529,5649.93780000,22044812.09952800,0
2024-12-15 21:00:00,3892.01000000,3892.64000000,3844.40000000,3856.23000000,21134.22270000,2024-12-15 21:59:59.999,81610322.48576700,325289,9491.28470000,36648111.89114000,0
2024-12-15 22:00:00,3856.23000000,3900.00000000,3850.00000000,3889.21000000,13702.01150000,2024-12-15 22:59:59.999,53108261.43330800,184986,7969.69010000,30891118.93768100,0
2024-12-15 23:00:00,3889.21000000,3974.61000000,3887.41000000,3959.09000000,45028.20030000,2024-12-15 23:59:59.999,177270190.77765900,530956,26577.44540000,104606789.66174000,0
2024-12-16 00:00:00,3959.09000000,4019.00000000,3948.75000000,4000.27000000,61008.69400000,2024-12-16 00:59:59.999,243444828.15915100,508752,37512.59480000,149736989.19737200,0
2024-12-16 01:00:00,4000.28000000,4025.18000000,3989.18000000,4009.59000000,43873.31440000,2024-12-16 01:59:59.999,175699867.15306700,359810,26508.72250000,106149653.09049600,0
2024-12-16 02:00:00,4009.60000000,4011.59000000,3961.11000000,3971.21000000,20146.82370000,2024-12-16 02:59:59.999,80241966.42275500,277367,9735.12570000,38779021.30474800,0
2024-12-16 03:00:00,3971.20000000,3977.78000000,3928.88000000,3942.60000000,19601.91000000,2024-12-16 03:59:59.999,77461249.01011700,271722,9815.62490000,38787589.24262800,0
2024-12-16 04:00:00,3942.60000000,3961.92000000,3935.23000000,3955.00000000,10169.41350000,2024-12-16 04:59:59.999,40192020.78506300,162372,5582.52170000,22067852.25178500,0
2024-12-16 05:00:00,3955.00000000,3972.20000000,3946.21000000,3966.86000000,9080.72700000,2024-12-16 05:59:59.999,35989947.46226500,164742,4868.09840000,19297577.46602000,0
2024-12-16 06:00:00,3966.86000000,3975.00000000,3950.40000000,3957.81000000,10145.90310000,2024-12-16 06:59:59.999,40233460.84193900,146727,4319.86340000,17133321.84186000,0
2024-12-16 07:00:00,3957.81000000,3983.00000000,3952.76000000,3974.01000000,14412.34440000,2024-12-16 07:59:59.999,57259987.35294100,174111,8970.50970000,35640221.12039900,0
2024-12-16 08:00:00,3974.00000000,3975.91000000,3951.53000000,3951.83000000,11306.47970000,2024-12-16 08:59:59.999,44777479.10829500,226513,5301.43050000,20994964.15806300,0
2024-12-16 09:00:00,3951.84000000,3961.21000000,3935.50000000,3942.28000000,13577.05700000,2024-12-16 09:59:59.999,53624720.12034800,284220,6721.47040000,26557018.00348300,0
2024-12-16 10:00:00,3942.29000000,3954.70000000,3926.05000000,3950.81000000,18631.90450000,2024-12-16 10:59:59.999,73438247.45289900,248233,9797.34560000,38623146.59240500,0
2024-12-16 11:00:00,3950.80000000,3953.35000000,3902.39000000,3909.67000000,20394.84550000,2024-12-16 11:59:59.999,80136307.60840900,281017,9094.28740000,35754751.00355300,0
2024-12-16 12:00:00,3909.68000000,3926.15000000,3886.42000000,3894.99000000,34886.96830000,2024-12-16 12:59:59.999,136495120.25381700,336787,14659.38730000,57349830.74797700,0
2024-12-16 13:00:00,3895.00000000,3914.42000000,3884.00000000,3898.75000000,17293.27270000,2024-12-16 13:59:59.999,67475874.41520200,274437,9110.98190000,35557341.73679000,0
2024-12-16 14:00:00,3898.75000000,3960.00000000,3898.51000000,3929.99000000,31075.38010000,2024-12-16 14:59:59.999,122155857.57040700,405349,16364.03960000,64319114.04942300,0
2024-12-16 15:00:00,3930.00000000,3949.20000000,3917.95000000,3941.21000000,39028.60360000,2024-12-16 15:59:59.999,153665815.01081000,494532,23038.57180000,90733921.34995300,0
2024-12-16 16:00:00,3941.21000000,3973.00000000,3939.40000000,3962.41000000,31949.40360000,2024-12-16 16:59:59.999,126420870.94178000,418841,16300.58390000,64500861.41846100,0
2024-12-16 17:00:00,3962.42000000,4042.11000000,3958.60000000,4033.70000000,66377.43540000,2024-12-16 17:59:59.999,265909744.69793400,414544,42284.25750000,169361325.32490100,0
2024-12-16 18:00:00,4033.70000000,4107.80000000,4031.71000000,4086.66000000,73953.78920000,2024-12-16 18:59:59.999,301062639.34251500,481459,43201.68150000,176002669.65416300,0
2024-12-16 19:00:00,4086.66000000,4088.22000000,4033.24000000,4056.88000000,48001.64350000,2024-12-16 19:59:59.999,194593040.45230700,407562,20327.10230000,82394269.89227900,0
2024-12-16 20:00:00,4056.89000000,4071.99000000,4036.27000000,4043.39000000,23227.46790000,2024-12-16 20:59:59.999,94174815.53165000,248935,9983.56810000,40476484.40254600,0
2024-12-16 21:00:00,4043.39000000,4054.41000000,4017.79000000,4047.31000000,20097.68600000,2024-12-16 21:59:59.999,81090759.78744900,210042,8609.48700000,34751569.33006200,0
2024-12-16 22:00:00,4047.31000000,4053.99000000,4024.15000000,4031.04000000,13653.69630000,2024-12-16 22:59:59.999,55172737.61323200,102896,7039.15740000,28457182.31706900,0
2024-12-16 23:00:00,4031.04000000,4038.60000000,3980.00000000,3986.24000000,21456.30890000,2024-12-16 23:59:59.999,85833640.01589300,216654,8823.81280000,35293898.54872500,0
2024-12-17 00:00:00,3986.24000000,3989.60000000,3950.00000000,3959.01000000,28520.85950000,2024-12-17 00:59:59.999,113162247.04607600,444088,11490.05230000,45595194.43653600,0
2024-12-17 01:00:00,3959.00000000,3993.04000000,3943.00000000,3987.23000000,16691.20760000,2024-12-17 01:59:59.999,66286079.78882500,299859,9116.15290000,36218278.79541200,0
2024-12-17 02:00:00,3987.23000000,4024.08000000,3987.23000000,4009.72000000,16129.99920000,2024-12-17 02:59:59.999,64671102.40013700,204202,9282.07280000,37209071.02061800,0
2024-12-17 03:00:00,4009.72000000,4041.82000000,4008.00000000,4035.01000000,11692.82730000,2024-12-17 03:59:59.999,47113049.89947200,178985,7242.36990000,29178760.20159500,0
2024-12-17 04:00:00,4035.01000000,4035.02000000,3999.63000000,4005.20000000,14638.89480000,2024-12-17 04:59:59.999,58769990.05740200,188967,5657.53360000,22705158.79271800,0
2024-12-17 05:00:00,4005.21000000,4027.80000000,3999.60000000,4024.53000000,8270.38400000,2024-12-17 05:59:59.999,33182478.35510900,148034,4418.96710000,17733105.77609200,0
2024-12-17 06:00:00,4024.53000000,4030.80000000,3996.02000000,4010.09000000,10114.66100000,2024-12-17 06:59:59.999,40572352.06754300,200095,4556.86450000,18288459.22894100,0
2024-12-17 07:00:00,4010.10000000,4024.40000000,3982.77000000,3994.24000000,16937.30370000,2024-12-17 07:59:59.999,67849858.57367700,190768,8818.66800000,35336077.51446900,0
2024-12-17 08:00:00,3994.23000000,4019.19000000,3992.52000000,4010.62000000,14089.94540000,2024-12-17 08:59:59.999,56479496.68869900,225128,7089.20610000,28415933.04370200,0
2024-12-17 09:00:00,4010.61000000,4031.38000000,4004.20000000,4027.00000000,14196.09690000,2024-12-17 09:59:59.999,57020114.93572700,221153,7261.94550000,29172411.02905800,0
2024-12-17 10:00:00,4027.00000000,4030.00000000,4004.00000000,4011.33000000,12164.77640000,2024-12-17 10:59:59.999,48848467.81935900,221117,6398.07950000,25694092.40231300,0
2024-12-17 11:00:00,4011.34000000,4023.00000000,3990.00000000,3997.14000000,11391.70630000,2024-12-17 11:59:59.999,45652834.27043400,262490,5643.90590000,22625142.68032700,0
2024-12-17 12:00:00,3997.15000000,4013.24000000,3986.21000000,4002.20000000,13750.50930000,2024-12-17 12:59:59.999,55018570.75529400,287182,6718.61450000,26885603.21838500,0
2024-12-17 13:00:00,4002.20000000,4019.12000000,3994.38000000,4007.60000000,13224.30760000,2024-12-17 13:59:59.999,52992599.30097200,227295,6409.97280000,25686931.40557600,0
2024-12-17 14:00:00,4007.61000000,4025.60000000,3975.40000000,4020.01000000,30719.91870000,2024-12-17 14:59:59.999,123029279.10249700,578334,15270.68610000,61181204.63709800,0
2024-12-17 15:00:00,4020.02000000,4020.02000000,3916.57000000,3939.18000000,61296.11300000,2024-12-17 15:59:59.999,242401681.53050100,742624,25663.65070000,101529315.48134000,0
2024-12-17 16:00:00,3939.19000000,3962.28000000,3922.00000000,3953.02000000,23571.14150000,2024-12-17 16:59:59.999,92993433.12519000,432214,11868.02190000,46828037.07080500,0
2024-12-17 17:00:00,3953.03000000,3984.46000000,3942.98000000,3974.52000000,13979.04670000,2024-12-17 17:59:59.999,55439001.60165800,294530,6994.04690000,27731923.35439900,0
2024-12-17 18:00:00,3974.52000000,3981.60000000,3926.00000000,3930.97000000,19539.55320000,2024-12-17 18:59:59.999,77244517.15185700,303385,8067.58560000,31891546.37818000,0
2024-12-17 19:00:00,3930.98000000,3954.09000000,3917.20000000,3943.99000000,14603.84240000,2024-12-17 19:59:59.999,57487092.55906900,261228,7582.04960000,29851463.04186700,0
2024-12-17 20:00:00,3944.00000000,3952.00000000,3924.64000000,3936.50000000,11807.96790000,2024-12-17 20:59:59.999,46517698.91600500,179321,6104.77330000,24053651.23646700,0
2024-12-17 21:00:00,3936.50000000,3951.08000000,3921.00000000,3932.01000000,8801.37260000,2024-12-17 21:59:59.999,34643938.47863800,183459,4223.76900000,16629028.90202700,0
2024-12-17 22:00:00,3932.01000000,3937.40000000,3853.20000000,3883.33000000,32603.37360000,2024-12-17 22:59:59.999,126946957.65618200,271802,11890.36070000,46304408.66567000,0
2024-12-17 23:00:00,3883.32000000,3893.93000000,3847.96000000,3893.01000000,32090.17750000,2024-12-17 23:59:59.999,124210000.62043400,327940,14236.74880000,55119274.45694600,0
2024-12-18 00:00:00,3893.01000000,3903.20000000,3855.99000000,3883.43000000,21721.93190000,2024-12-18 00:59:59.999,84240937.71778900,298931,10310.05400000,39992963.38130600,0
2024-12-18 01:00:00,3883.43000000,3897.42000000,3834.66000000,3845.06000000,23399.61520000,2024-12-18 01:59:59.999,90470245.74137200,378370,9193.68740000,35550384.77942000,0
